Lyricist,Individual's Song ID,Verse,Label
Ashraf Babu,song1,স্বপ্নে আকা ছবি বহে নিরবধি নিলীমায় মন বলেছে সে দোলা দিয়ে যায় আমার হৃদয় যেনো তোমাকে যে চায় যেওনা তুমি অজানায়,1
Ashraf Babu,song1,দৃষ্টির সীমানাতে এসেছো যে তুমি তাই খুজে পেয়েছি তোমায় জোছনার আলো বুকে রেখেছো যে ধরে তাই বুঝি চাদ হেরে যায় (২) আমিও হেরে যাবো তুমি না এলে যেওনা তুমি অজানায়,1
Ashraf Babu,song1,অন্তবিহীন পথ শুধু হেটে চলা মিশে আছে নীরবতায় জমে আছে হৃদয়ের ও না বলা কথা বল বো ডেকে যে তোমায় (২) সেই তুমি এসে কাছে দুরে চলে যাও যেওনা তুমি অজানায়,1
Ashraf Babu,song2,পুর্ণিমা চাঁদ নিভে যায় মল্লিকা ফুল ঝরে যায় এলে তুমি এ সময়ে নিমেষে আধার কালো,1
Ashraf Babu,song2,মাধবীর তারা ফোটে তোমার চোখে ময়ুরীর মায়া যেনো জড়িয়ে থাকে।,1
Ashraf Babu,song2,তরী হয়ে জোছনায় হৃদয়েতে ভাসো,3
Ashraf Babu,song2,পুর্ণিমা চাঁদ নিভে যায় মল্লিকা ফুল ঝরে যায়,3
Ashraf Babu,song2,কবিতার যত কথা তোমার ঠোটে বনলতা ওই চোখে আবির মেখে।,1
Ashraf Babu,song2,এলে যদি অনুভবে মন জুড়ে থেকো,1
Ashraf Babu,song4,আগের জমম গেলো ব্রিথাই তোমারি আশায় এই জনমে থাকব না হয় তোমার বাসনায় সখী তোমার বাসনায়,1
Ashraf Babu,song4,সখী তুমি দেখেছো কি মেঘেদের বরষন তেম্নি আমার সারা নিশি অশ্রু বিসরজন এই জনমে থাকব না হয় তোমার বাসনায় সখী তোমার বাসনায়,1
Ashraf Babu,song4,রিনিকঝিনিক নুপুর বাজাও জানিনা কার সনে রাত দুপুরে কড়া নারে অতীত আমার মনে এই জনমে থাকব না হয় তোমার বাসনায় সখী তোমার বাসনায়,1
Ashraf Babu,song5,মন বসে না কোনো কাজ নেই মন কি যে চায় জানিনা ঘুম আসেনা চৈতি হাওয়ায় ভাবি বসে আঙ্গিনায় এই মন আন্ মনা,2
Ashraf Babu,song5,বাজবেনা কোনো দিন বাসর সানাই আর ঝরবেনা ফুলের রাশি বুকের পিঞ্জর ভেঙ্গে নিয়ে গেছো তাতে মৃত্যু সর্বগ্রাসী এই বিবাগী মনের সুরে গেয়েছি যে গান আজ শুন্ তে কি পাও তুমি হৃদয়ের চাওয়া পাওয়া হলনা পুরণ বল কি নিয়ে বাচব আমি ওওও …………আন মনা,2
Ashraf Babu,song5,আনমনা মন অবিরত তাকেই খোজে বিধাতা আমার নিয়ে যাও তারই কাছে দিলে যে অগ্নিশিখা জ্বালায়ে শীতল বুকে জ্বলছে যে তিলে তিলে দাও না মিলন এনে আমার মরণ ডেকে না হয় মরব দুঃখে এই বুকেরই রক্তে ভেজা অণুতে কাথা সৃতি রয়েছে যে পরবাসে প্রতিনিয়ত কাদে সঙ্গীহীন প্রাণ নিদারুণ ব্যথায় শোকে ওওও …………আন মনা,2
Ashraf Babu,song8,"যদি ডাকলে এই রাত দুপুরে আসবে কি গো মহুয়ার বনে আমার মন তোমার পেতে চায় আমার মন, তুমি বোঝো এ রাতে ফুলের সৌরভে তুমি এসো, তুমি এসো-",1
Ashraf Babu,song8,"টানা টানা টানা ও চোখে দেখেছি চাঁদের আলো, তুমি এসো জোছনা ঝিকিমিকি রেশমি পৃথিবী এসো না গো, এসো না গো।",1
Ashraf Babu,song8,"এ হৃদয় মেতেছে কোন সুখে তোমার পদ ধ্বনি পেয়েছি বুকে আমার মন তোমার পেতে চায় আমার মন, তুমি বুঝো এ রাতে ফুলের সৌরভে তুমি এসো, তুমি এসো-",1
Ashraf Babu,song8,"এখনি নিভে যাবে, চাঁদের হাসি প্রভাতে এসে।",3
Ashraf Babu,song9,প্রাণনাথ আসবে বলে কপাটখানা দাও না খুলে।,1
Ashraf Babu,song9,জ্বলে যায়রে পুড়ে যায়রে আমার হৃদ কমলা প্রাণ ভ্রমরা মধু খাওরে মধু খাওরে কলা খাওরে ডাঙ্গর হওরে আমার হৃদ কমলা প্রাণ ভ্রমরা মধু খাওরে…।।,1
Ashraf Babu,song9,তোমার আমার ঘরে ইলেক্ট্রিকের বাত্তি জ্বলে।,3
Ashraf Babu,song9,অফ কইরা টিপ দিলে চমকিয়া উঠে পিড়িতি করবো না লো জান পিড়িতি করবো না লো জান।।,1
Ashraf Babu,song9,তোমার আমার সনে টেলিফোনে কথা বনে। রঙ নাম্বার হইলে পরে কইলজাটা ফাটে পিড়িতি করবো না লো জান পিড়িতি করবো না লো জান।।,1
Ashraf Babu,song9,প্রমিলা বাত্তি জ্বলে পোলাপানে নাচে তালে। হটাৎ কারেন্ট চইলা গেলে থমকিয়া উঠে পিড়িতি করবো না লো জান পিড়িতি করবো না লো জান।।,1
Ashraf Hossain,song1,আরশির সামনে একা একা দাঁড়িয়ে যদি ভাবি কোটি জনতার মুখ দেখব__ হয় না হয় না হয় না ___ কে বলেছে হয় না এসো এই মঞ্চে উদীচী এমনই এক আয়না ।।,3
Ashraf Hossain,song2,সাগরের ঢেউ ছুটে যায় দমকা হাওয়ায় উঠে মাতাল ঝড় ভাঙ্গা বুকে গড়ে আবার নতুন করে ঘর।,2
Ashraf Hossain,song2,(এমন) উতল ঝড়ে ভেঙ্গেও তবু। আশায় জাগে মন।।,3
Asif Iqbal,song10,মাঝে মাঝে স্বপ্নের বেশে স্মৃতিরা এসে আমাকে করে যায় বড় বেশী এলোমেলো।।,2
Asif Iqbal,song10,মনে পড়ে যায় বন্ধুদের আড্ডা মুখর প্রহর তমুল উল্লাসে ভরা প্রিয় শহর।।,2
Asif Iqbal,song10,এই একাকী জীবন ভাল লাগে না আমার বিষন্ন দিনের শেষে বিষন্ন রাতের শেষে।।,2
Asif Iqbal,song10,মনে পড়ে যায় কখনো পুরনো তোমাকে প্রতিটি কষ্টমাখা দিনের ফাঁকে।,2
Asif Iqbal,song10,"হয়ত বদলে গেছ,হয়ে গেছ অচেনা তুমি তবু তোমাকেই ফিরে পেতে চায় দূরের আমি।।",1
Asif Iqbal,song11,তুমি বরুনা হলে আমি সুনীল তুমি আকাশ হলে হব শঙ্খ চিল তুমি নদী হলে হব আমি জল তুমি শ্রাবণ হলে হব শ্রাবণ ঢল,1
Asif Iqbal,song11,তুমি পাহাড় হলে হব আমি সবুজ তুমি শাষণ করলে হব আমি অবুঝ তুমি অরণ্য হও হব পাখি তুমি অশ্রু হও হয়ে যাব আঁখি,1
Asif Iqbal,song11,তুমি বরুনা হলে আমি সুনীল তুমি আকাশ হলে হব শঙ্খ চিল তুমি নদী হলে হব আমি জল তুমি শ্রাবণ হলে হব শ্রাবণ ঢল তুমি জীবন হলে হয়ে যাব আমি প্রেম তুমি নকশী কাঁথা হলে হব কারু হেম,1
Asif Iqbal,song11,নানা না না না নানা না না নানা নানা,3
Asif Iqbal,song11,তুমি রাত্রি হলে হব নিরবতা তুমি দুঃখ পেলে হব তার ব্যাথা তুমি প্রকৃতি হও হব তার ছবি তুমি কবিতা হলে হব তার কবি,1
Asif Iqbal,song1,থেকে থেকে ভাবি তুমি ময় এই জীবন সুখে সুখে হলো আহা কি অনুপম আবেগে শোন বলি সাজালে স্বপ্ন গুলি আমি যে মগ্ন তুমি যে স্বপ্ন আমার তুমি জান আমার জান সুখে দুঃখে আমার প্রাণ তুমি জান আমার জান বাজে বুকেতে তোমারই গান তুমি জান আমার জান কি যে সাধ জাগে আমার তুমি জান আমার জান থেকো চিরদিন কাছে আমার…।,1
Asif Iqbal,song1,মাঝেমাঝে তুমি কি ছোঁয়া দাও আমায় বুকে যেন এক নদী সুখ বয়ে যায় তুমি ছাড়া আমি আমি ছাড়া তুমি হতে কি পারে কভুও জীবনে আমার তুমি জান আমার জান সুখে দুঃখে আমার প্রাণ তুমি জান আমার জান বুকেতে বাজে তোমারই গান তুমি জান আমার জান কি যে সাধ জাগে আমার তুমি জান আমার জান থেকো চিরদিন কাছে আমার…।,1
Asif Iqbal,song2,রাঘব বোয়ালের কর্মী সাধ্য কি তুমি আমি বুঝি ওদের সব অ্যাকশন মধ্যবিত্ত চোখে উঠতি রংবাজ ওরা বখে যাওয়া রংবাজ… ওরা বখে যাওয়া উঠতি রংবাজ…,3
Asif Iqbal,song2,যেখানে যেভাবে যায় ঝঞ্জাময় চেতনায় বিপদে পা বাড়ায় কারনে অকারনে পরে রণসাজ ওরা বখে যাওয়া রংবাজ… ওরা বখে যাওয়া উঠতি রংবাজ…,3
Asif Iqbal,song2,সময় পেড়িয়ে যায় ওরা অসহায় এই আঁধার পথে হারায় মধ্যবিত্ত চোখে উঠতি রংবাজ ওরা বখে যাওয়া রংবাজ… ওরা বখে যাওয়া উঠতি রংবাজ…,2
Asif Iqbal,song2,দোয়েলের শিষে স্বপ্ন ভালবাসা নিয়ে ওরা দেখে স্বপ্ন আসে কাঁচে ভর দিয়ে উঠতি রংবাজ ওরা বখে যাওয়া রংবাজ… ওরা বখে যাওয়া উঠতি রংবাজ…,1
Asif Iqbal,song2,যখন ফেরার পালা আশা নিরাশার খেলা হয়নাতো শেষ যে ফেরার পথ নেই উঠতি রংবাজ ওরা বখে যাওয়া রংবাজ… ওরা বখে যাওয়া উঠতি রংবাজ…,2
Asif Iqbal,song2,পোস্ট ন্যাভিগেশন,3
Asif Iqbal,song3,"আন্দোলন, বন্ধ, হরতাল দেশ নিয়ে ওরা উত্তাল সেই স্রোতে খুলে যায় কত নেতার কপাল রিক্সাওয়ালার পোড়া ওই কপাল বদলায় না শুধু বিশ্রাম মেলেনা রিক্সাওয়ালা চাকা না চললে কাটবে উপোষ বেলা রিক্সাওয়ালা চাকা না চললে কাটবে উপোষ বেলা রিক্সাওয়ালা",2
Asif Iqbal,song3,ককটেল বোমাবাজি ভোট নিয়ে কারসাজি অনিয়মে ডুবে গেছে এই দেশটা আজি অনিয়মে পথচলা তার থামে না শুধু বিশ্রাম মেলেনা রিক্সাওয়ালা চাকা না চললে কাটবে উপোষ বেলা রিক্সাওয়ালা চাকা না চললে কাটবে উপোষ বেলা রিক্সাওয়ালা,2
Asif Iqbal,song3,পোস্ট ন্যাভিগেশন,3
Asif Iqbal,song4,পলাতক চাঁদ এই রাতে ফেলেছে আলো দেবদারু বীথিতে তুমি এসেছো বলে ভালবাসার গান শোনাতে পলাতক চাঁদ এই রাতে ফেলেছে আলো দেবদারু বীথিতে তুমি এসেছো বলে ভালবাসার গান শোনাতে,1
Asif Iqbal,song4,রূপালী জল পায়রা নদীকে সাজালো আকাশের ভালবাসা তুমি এসেছো জীবন সাজাতে এই মগ্ন স্বপ্ন ছায়ায় মন রাঙাতে,3
Asif Iqbal,song4,মায়াবী নীল প্রহর কেটেযে গেল সুখেরই গানে গানে নির্ঘুম দুচোখে দেখবো প্রভাত আজ বহুদিন পরে দুজনে মন রাঙাতে পলাতক চাঁদ এই রাতে ফেলেছে আলো দেবদারু বীথিতে তুমি এসেছো বলে ভালবাসার গান শোনাতে পলাতক চাঁদ এই রাতে ফেলেছে আলো দেবদারু বীথিতে তুমি এসেছো বলে ভালবাসার গান শোনাতে,1
Asif Iqbal,song5,ঘুম হয়ে আজ থাকতে যদি সাথে খুব মন খারাপের কালো কোনো রাতে॥,3
Asif Iqbal,song5,আমার স্বপ্ন জুড়ে ভাসতো ঠিকই হাজার তারার সারি বলতে তুমি তোমায় ছাড়া বাঁচতে কি আর পারি..,1
Asif Iqbal,song5,ঘুম হয়ে আজ থাকতে যদি সাথে খুব মন খারাপের কালো কোনো রাতে,2
Asif Iqbal,song5,কেন ঘুম হতে আর যাবো কেন তুমি এমন ভাবো ঘুম হলে কি তোমায় আমি সত্যি ছুঁতে পাবো কেন ঘুম হতে আর যাবো?,2
Asif Iqbal,song5,ধরো হঠাৎ যদি এসে পড়ি তোমার ঘরে আমি বলি চলো শুধু দুজনে মিলে চাঁদের নীলে পথে নামি,1
Asif Iqbal,song5,তুমি যাবে? যাবে আমার সাথে?,3
Asif Iqbal,song6,কিছু কিছু কথা আছে যা কখনো বলা যায় না কিছু কিছু ক্ষত আছে যা কখনো মোছা যায় না এমন কিছু চাওয়া আছে খোজেনা কেউ পাওয়ার মাঝে নিহিত থাকেই এমন কিছু নীরবতা বোঝেনা কেউ সে তো আসে কোলাহল থাম্ লেই,2
Asif Iqbal,song6,জীবন্ টাই কেটে যায় না পাওয়ায় সুখ দুঃখের আশা আর নিরাশায় জীবন অরণ্যে প্রতিদিন রাতে স্বপ্নটাই চুর্ণ হয় যাতনায়,2
Asif Iqbal,song7,"ওই আকাশের তাঁরায় তাঁরায়, চাঁদের জোছনায় ঝিরি ঝিরি কাঁপন করা উদাসী হাওয়ায় আমার হৃদয় জুড়ে আছো, স্মৃতির পাতায় পাতায় স্মৃতির বুকে অশ্রু ঝরে, হৃদয় ভেসে যায়",2
Asif Iqbal,song7,"কত স্বপ্ন ছিল বুকের ভেতর, তোমায় নিয়ে মাগো সেই স্বপ্নগুলো থমকে আছে, তুমি এসে দেখো। তোমার ছেলে কাটছে সময় এমন অসহায়",2
Asif Iqbal,song7,"আজ ইচ্ছে করে তোমার কোলে একটু মাথা রাখি এই হৃদয় খানি উজাড় করে মা বলে ডাকি। কেমন করে নীরব থাকো, কোন সে মমতায়",2
Asif Iqbal,song8,তুমি এলে পায়ে পায়ে জোছনা ছুঁয়ে যায় ফুলে ফুলে ভরা কাঁশবন নদী যে বয়ে যায় নীল সুরে কয়ে যায় ভালবাসা ভালবাসা অনুপম,1
Asif Iqbal,song8,প্রিয় সুর তুলে দুটি চোখ বুঝলে তুমি মন জুড়ে থাকো জোনাকিরা জ্বলে নিভে যায় যখন তখনও তুমি থাকো এ যেন কিসের বন্যাধারা মনটা হারিয়ে যেতে চায়,3
Asif Iqbal,song9,কেন যে মনে হয় বোঝো না আমাকে তোমারই কারণে ফিরিয়ে দিলাম পৃথিবীকে।,2
Asikuzzaman Tulu,song1,এবার আমার সময় এসেছে আলোর পৃথিবী আমায় ডেকেছে অন্ধকারে হারিয়ে যাবো না আর,3
Asikuzzaman Tulu,song1,হয়ে যাবো আমি এমন কিছু পৃথিবীতে যা বিরল ভালোবাসা থাকবে হৃদয়ে আমার- চাঁদের মতই কোমল,1
Asikuzzaman Tulu,song2,আমার হৃদয়ে তুমি নদীর মত কখনও নীল ছোঁয়ায় ওই দূর দিগন্ত কখনও উদাসী এক রংধুনু বিকেল কখনও প্রজাপতি কখনও কোয়েল আছ মিশে নিঃশ্বাসে ভালবেসে,1
Asikuzzaman Tulu,song2,নদীর মত নিয়েছ টেনে দিগন্ত হয়ে তোমারি পানে আমার সবই আজ তুমিময় বুঝেনা কিছু আর এ হৃদয় আছ মিশে নিঃশ্বাসে ভালবেসে,1
Asikuzzaman Tulu,song2,বিকেলের মত রংধুনু একে দোয়েলের শীষে দিয়েছ রেখে আমার সবই আজ তুমিময় বুঝেনা কিছু আর এ হৃদয় আছ মিশে নিঃশ্বাসে ভালবেসে আমার হৃদয়ে তুমি নদীর মত কখনও নীল ছোঁয়ায় ওই দূর দিগন্ত কখনও উদাসী এক রংধুনু বিকেল কখনও প্রজাপতি কখনও কোয়েল আছ মিশে নিঃশ্বাসে ভালবেসে,1
Atul Prasad Sen,song10,"আমায় রাখতে যদি আপন ঘরে, বিশ্বঘরে পেতাম না ঠাঁই।",3
Atul Prasad Sen,song10,দু’জনে যদি হত আপন হত না মোর আপন সবাই।,2
Atul Prasad Sen,song10,"নিত্য আমি অনিত্যরে- আঁকড়ে ছিলাম রুদ্ধ ঘরে: কেড়ে নিলে দয়া করে- তাই হে চির, তোমারে চাই।।",1
Atul Prasad Sen,song10,"সবাই যেচে দিত যখন, গরব করে নিই নি তখন, পরে আমায় কাঙাল পেয়ে বলত সবাই, “নাই গো নাই”।।",2
Atul Prasad Sen,song12,"দু’ধারের ফুল কুড়িয়ে চলে যা মন জুড়িয়ে মালা তোর হলে বিফল করবি কি তুই বল রে ভোলা । মিছে তোর সুখের ডালি মিছে তোর দুখের কালি দু’ দিনের কান্না হাসি সব ছল, ছল, ছল রে ভোলা ।।",1
Atul Prasad Sen,song12,জীবনের হাটে আসি বাজা তুই বাজা বাঁশি থাক সে থাক বেচাকেনার দারুন কোলাহল রে ভোলা । অরূপের রূপের খেলা চুপ করে দেখ দু’বেলা কাছে তোর এলে কুরূপ তুই মুখ ফিরায়ে চল রে ভোলা ।।,3
Atul Prasad Sen,song13,"বিদ্যাপতি, চণ্ডী, গোবিন, হেম, মধু, বঙ্কিম, নবীন : ঐ ফুলেরই মধুর রসে ।। বাঁধলো সুখে মধুর বাসা || আ মরি বাংলা ভাষা! মোদের গরব, মোদের আশা, আ মরি বাংলা ভাষা!",2
Atul Prasad Sen,song2,কে তুমি বসি নদীকূলে একেলা। কার লাগি’ এত উতলা।।,3
Atul Prasad Sen,song2,কে তরী বাহি আসিবে গাহি। খেলিবে তার সনে কী খেলা।।,1
Atul Prasad Sen,song2,সারা বেলা গাঁথ মালা- ঘরের কাজে এ কী হেলা?,3
Atul Prasad Sen,song2,ছলনা করি আন গাগরি কার লাগি’ বলো অবেলা।।,1
Atul Prasad Sen,song3,"একা মোর গানের তরী ভাসিয়েছিলাম নয়ন-জলে। সহসা কে এলে গো এ তরী বাইবে ব’লে যা ছিল কল্পমায়া, সে কি আজ ধরল কায়া? কে আমার বিফল মালা পরিয়ে দিল তোমার গলে। কেন মোর গানের ভেলায় এলে না প্রভাত-বেলায়? হলে না সুখের সাথী জীবনের প্রথম দোলায়। বুঝি মোর করুণ গানে ব্যাথা তাঁর বাজল প্রাণে, এলে কি দু’কুল হতে কূল মেলাতে এ অকূলে।।",1
Atul Prasad Sen,song4,"আর কতকাল থাকব ব’সে দুয়ার খুলে, বধূ আমার! তোমার বিশ্বকাজে আমারে কি রইলে ভুলে, বধূ আমার। বাহিরে উষ্ণ বায়ে মালা যে যায় শুকায়ে, নয়নের জল, বুঝি তাও, বধূ মোর, যায় ফুরায়ে। শুধু ডোরখানি হায় কোন পরাণে তোমার গলায় দিব তুলে, বধূ আমার। হৃদয়ের শব্দ শুনে চমকি’ভাবি মনে, ঐ বুঝি এল বধূ ধীরে মৃদুল চরণে; পরাণে লাগলে ব্যথা ভাবি বুঝি আমায় ছুঁলে, বধূ আমার। বিরহে দিন কাটিল, কত যে কথা ছিল, কত যে মনের আশা মন-মাঝে রহিল; কী ল’য়ে থাকব বলো তুমি যদি রইলে ভুলে, বধূ আমার।।",2
Atul Prasad Sen,song6,"ওগো নিঠুর দরদী, ও কি খেলছ অনুক্ষণ। তোমার কাঁটায় ভরা বন, তোমার প্রেমে ভরা মন, মিছে খাও কাঁটার ব্যথা, সহিতে না পার তা আমার আঁখিজল, ওগো আমার আঁখিজল তোমায় করেগো চঞ্চল তাই নাই বুঝি বিফল আমার অশ্রু বরিশন। ওগো নিঠুর দরদী। ডাকিলে কও না কথা, কি নিঠুর নিরবতা। আবার ফিরে চাও, তুমি আবার ফিরে চাও, বল ওগো শুনে যাও তোমার সাথে আছে আমার অনেক কথন। এ কি খেলছ অনুক্ষণ, ওগো নিঠুর দরদী।",2
Atul Prasad Sen,song7,"সবারে বাস রে ভালো, নইলে মনের কালো ঘুচবে নারে। আছে তোর যাহা ভালো ।। ফুলের মতো দে সবারে। নইলে মনের কালো ঘুচবে নারে।",1
Atul Prasad Sen,song7,করি’ তুই আপন আপন হারালি যা ছিল আপন; ।। এবার তোর ভরা আপন; … বিলিয়ে দে তুই যারে তারে। নইলে মনের কালো ঘুচবে নারে।,3
Atul Prasad Sen,song7,"যারে তুই ভাবিস ফণী তারও মাথায় আছে মণি।। বাজা তোর বাজা তোর প্রেমের বাঁশি ভবের বনে ভয় বা কারে। সবাই যে তোর মায়ের ছেলে, রাখবি কারে, কারে ফেলে ।। একই নায়ে সকল ভাইয়ে … যেতে হবে রে ওপারে।",3
Atul Prasad Sen,song7,"নইলে মনের কালো ঘুচবে নারে। সবারে বাস রে ভালো, নইলে মনের কালো ঘুচবে নারে।",1
Atul Prasad Sen,song8,"নীচুর কাছে নীচু হতে শিখলি না রে মন, তুই সুখি জনের করিস পূজা, দুঃখীর অযতন মূঢ় মন, সুখি জনের করিস পূজা, দুঃখীর অযতন।।",2
Atul Prasad Sen,song8,"লাগে নি যার পায়ে ধুলি, কি নিবি তার চরণ ধুলি, নয়রে সোনায়, বনের কাঠেই হয় রে চন্দন।।",3
Atul Prasad Sen,song8,"প্রেমধন মায়ের মতন, দুখ কি সুতেই অধিক যতন, এ ধনেতে ধনি যে জন, সেই তো মহাজন। মূঢ় মন, সেই তো মহাজন।।",1
Atul Prasad Sen,song8,"বৃথা তোর কৃচ্ছসাধন, সেবাই নরের শ্রেষ্ঠ সাধন, মানবের পরম তীর্থ দীনের শ্রীচরণ। মূঢ় মন, দীনের শ্রীচরণ।",3
Atul Prasad Sen,song9,"কোয়েলা ডাকল আবার, যমুনায় লাগল জোয়ার; কে তুমি আনিলে জল ভরি’ মোর দুই নয়নে।।",2
Atul Prasad Sen,song9,"আজি মোর শূন্য ডালা, কী দিয়ে গাঁথব মালা? কেন এই নিঠুর খেলা খেলিলে আমার সনে।।",2
Atul Prasad Sen,song9,"হয় তুমি থামাও বাঁশি, নয় আমায় লও হে আসি’- ঘরেতে পরবাসী থাকিতে আর পারি নে।।",3
Azom Khan,song1,আসি আসি বলে তুমি আর এলে না। সেই দিন থেকে জীবনের সাথে শুরু সাধনা।।,3
Azom Khan,song1,অভিমান কেন করে গিয়েছ বহু দূরে। জানি না কে হারে কে জিতে (তুত তুরু তু রু)।।,1
Azom Khan,song1,ঝড়ে পাখি পড়ে কভু কী ফেরে নীড়ে। আমও চলেছি বহু দূরে (হে হে হে…)।।,3
Azom Khan,song2,ওরে সালেকা ওরে মালেকা। ও রে ফুলবানু পারলি না বাঁচাতে।।,2
Azom Khan,song2,পাশের গায়ে ছিল সে যে রোজই যেতো এ পথ দিয়ে। কেন? সাধনা তার! ভেঙ্গে গেল ও ও ও………. ।।,2
Azom Khan,song2,সাঝের বেলায় নদীর তীরে সেই যে গেল এলো না ফিরে। কেন? হিংস্র স্রোত! নিয়ে গেল (ও ও ও…)।।,2
Azom Khan,song2,আমি একা অবশেষে কী পেলাম হায় ভালবেসে। গেল আমায় ছেড়ে চলে গেল (ও ও ও …)।।,2
Azom Khan,song3,জীবনে কিছু পাব নারে ভুলিনি সে ভাবনা।,3
Azom Khan,song3,ফিরে এসো মোর কাছে বলো আমারই থাকবে আর কোনদিন ছেড়ে যাবে না।,1
Azom Khan,song3,না না না ভেবে দেখ একা একে যেও না,2
Azom Khan,song3,জীবনে কিছু পাব নারে ভুলিনি সে ভাবনা। (হেই),2
Azom Khan,song4,হারিয়ে গেছে খুজে পাবো না। এতো দিনের আশা হল নিরাশা। যদি জানিতাম তবে আর মিছে মরিতাম না,2
Azom Khan,song4,ভালবাসা শুধু মিছে আশা। এ জীবনে তারে আর ফিরে পাব না,2
Azom Khan,song5,(ইতিহাস যুগে যুগে স্বাক্ষী দিয়েছে শত ধ্বংস প্রেমের স্মৃতি শুধু রয়েছে ফেলে আসা দিলগুলো ডাকে পিছনে মন বলে যাব যেথা যাব সেখানে সেখানে যাওয়া কী যায় জীবনে মরণ কেন আসে),2
Azom Khan,song5,জীবনে মরণ কেন আসে।।,3
Azom Khan,song5,গানে ভরা এ মনটা চিরদিনের নয় ভূবনে সব স্মৃতিগুলো রেখে যেতে হয় আলো ঘেরা জীবনে আধার কেন বয়।।,2
Azom Khan,song5,সুখ দুখ সবই আছে সুর সাধনায় বারে বারে প্রানে তাই ভালবাসা চাই। ভালবাসার মাশে একটা দাগ রেখে যাই।।,1
Azom Khan,song6,আলাল ও দুলাল আলাল ও দুলাল তাদের বাবা হাজি চান চানখা পুলে প্যাডেল মেরে পৌছে বাড়ী আলাল ও দুলাল,3
Azom Khan,song6,"আলাল যদি ডাইনে যায় দুলাল যায় বায়ে তাদের বাবা সারাদিন খুঁজে খুঁজে মরে ।। আলাল কই দুলাল কই নাইরে নাইরে নাইরে নাই আলাল ও দুলাল, আলাল ও দুলাল তাদের বাবা হাজি চান চানখা পুলে প্যাডেল মেরে পৌছে বাড়ী আলাল ও দুলাল",3
Azom Khan,song6,"আলাল যদি ডালে থাকে দুলাল থাকে চালে পাড়াটারে জ্বালায় তারা সারাটা দিন ধরে আলাল কই দুলাল কই নাইরে নাইরে নাইরে নাই আলাল ও দুলাল, আলাল ও দুলাল তাদের বাবা হাজি চান চানখা পুলে প্যাডেল মেরে পৌছে বাড়ী আলাল ও দুলাল, আলাল ও দুলাল; আলাল ও দুলাল……",2
Babna,song1,তুমি কি দেখেছো দুঃসময়ের সন্তান চিৎকার করে জানায় অধিকারের কথা তুমি কি শুনেছো এ সময়ের চিৎকার কন্টকে পা বাড়ায় কিসের হ্তাশায়,2
Babna,song1,তুমি কি দিয়েছো তোমার ঐ সাথীদের যারা উপরে তাকায় তোমায় উপর ভেবে তুমি কি জানোনা আকাশের তারারা নিভে গেলে একে একে সবই আধাঁর তিমির।।,2
Babna,song1,সীমানা দেখা যায় নতুন আশা জাগায় হতাশা মুছে যায় নতুন সূর্য লাল তুমি কি দিয়েছো তোমার ঐ সাথীদের যারা উপরে তাকায় তোমায় উপর ভেবে।।,2
Babna,song2,মনে পড়ে যায় আমার কৈশোর স্মৃতি হারানো সেই সুর আজও ভুলিনি সেই দিনগুলি মনে পড়ে যায় আবার ফিরে আসে আবার ফিরে আসে,2
Babna,song2,তুমি নেই আজ তাই কত ব্যাথা সবই আছে শুধু তুমি ছাড়া আমার এ জীবনে তুমি ছিলে নেমে আসা রাতে সন্ধ্যাতারা মনে পড়ে যায় আবার ফিরে আসে আবার ফিরে আসে,2
Babna,song2,ঘরের আলো যখন নিভে যাবে আমিও যখন থাকবো না এ ঘরে আবারো সেখানে দেখা হবে জীবনের ওপারে অন্যভাবে মনে পড়ে যায় আবারো ফিরে আসে আবার ফিরে আসে,2
Bakiul Alom,song1,যদি পৃথিবীর সব আলো নিভে যায় যদি সাগরের সব জল শুকিয়ে যায় আধার এ ভুবন ব্যথায় ভরা মন নিয়ে ছুটে যাবো তোমারি কাছে তুমি ফিরিয়ে দেবে না জানি আমাকে মন ভাংবেনা জানি কোনো বেদনাতে,1
Bakiul Alom,song1,ক্লান্ত দেহ অসাড় এই মন নীরব থেমে গেছে সব আয়োজন সবাই ফিরিয়ে দেবে জানি একদিন সে কষ্টগুলো সে বেদনাগুলো নিয়ে ছুটে যাবো তোমারি কাছে তুমি ফিরিয়ে দেবে না জানি আমাকে মন ভাংবেনা জানি কোনো বেদনাতে,1
Bakiul Alom,song1,স্বপ্ন কাদে বুকের ও ভিতর কষ্টে ডুবে আছি কাটেনা প্রহর গোধুলী পেরিয়ে জানি আসবে সকাল সে বিষাদে ঢাকা নীল স্বপ্নগুলো নিয়ে ছুটে যাবো তোমারি কাছে তুমি ফিরিয়ে দেবে না জানি আমাকে মন ভাংবেনা জানি কোনো বেদনাতে,1
Bakiul Alom,song2,নীরবে নিভৃতে হারালে কখন বোঝেনি এ মন খুজেছি তোমায় কত ঠিকানায় (২) ক্লান্ত দুপুরবেলায় হারালে কোথায়,2
Bakiul Alom,song2,জীবনের পথে এসে সরল বিশ্বাসে মিশে গিয়েছিলে কি নিবিড় আশ্বাসে (২) সাজিয়ে দিয়ে তুমি সোনালী সকাল (২) ক্লান্ত দুপুরবেলায় হারালে কোথায়,2
